user_id,company_id,user_type,join_date,email,current_state,initial_churn_prob
389,4,at_risk,2020-08-11,user389@healthtrackapp.com,At Risk,0.513
390,4,loyal,2023-06-13,user390@healthtrackapp.com,Active,0.0565
391,4,at_risk,2023-09-11,user391@healthtrackapp.com,At Risk,0.5304
392,4,loyal,2020-03-04,user392@healthtrackapp.com,Active,0.0591
393,4,loyal,2022-04-02,user393@healthtrackapp.com,Active,0.1139
394,4,loyal,2023-12-29,user394@healthtrackapp.com,Active,0.1865
395,4,loyal,2020-06-14,user395@healthtrackapp.com,Active,0.0983
396,4,loyal,2020-09-15,user396@healthtrackapp.com,Active,0.0913
397,4,at_risk,2023-01-28,user397@healthtrackapp.com,At Risk,0.578
398,4,loyal,2023-05-08,user398@healthtrackapp.com,Active,0.1296
399,4,loyal,2023-05-24,user399@healthtrackapp.com,Active,0.1145
400,4,at_risk,2020-08-22,user400@healthtrackapp.com,At Risk,0.6132
401,4,at_risk,2023-02-03,user401@healthtrackapp.com,At Risk,0.5802
402,4,loyal,2022-07-13,user402@healthtrackapp.com,Active,0.1832
403,4,loyal,2022-07-17,user403@healthtrackapp.com,Active,0.1098
404,4,at_risk,2021-10-02,user404@healthtrackapp.com,At Risk,0.5067
405,4,at_risk,2022-02-05,user405@healthtrackapp.com,At Risk,0.6384
406,4,at_risk,2022-08-29,user406@healthtrackapp.com,At Risk,0.4168
407,4,churner,2020-07-09,user407@healthtrackapp.com,Churned,0.8364
408,4,at_risk,2022-02-02,user408@healthtrackapp.com,At Risk,0.6029
409,4,at_risk,2023-04-16,user409@healthtrackapp.com,At Risk,0.6392
410,4,at_risk,2023-10-04,user410@healthtrackapp.com,At Risk,0.4306
411,4,loyal,2023-09-24,user411@healthtrackapp.com,Active,0.1912
412,4,loyal,2020-04-15,user412@healthtrackapp.com,Active,0.1953
413,4,at_risk,2021-12-21,user413@healthtrackapp.com,At Risk,0.4259
414,4,at_risk,2020-11-12,user414@healthtrackapp.com,At Risk,0.5642
415,4,loyal,2020-08-09,user415@healthtrackapp.com,Active,0.1025
416,4,at_risk,2020-08-23,user416@healthtrackapp.com,At Risk,0.5907
417,4,at_risk,2022-05-28,user417@healthtrackapp.com,At Risk,0.6113
418,4,churner,2023-06-27,user418@healthtrackapp.com,Churned,0.8727
419,4,at_risk,2020-02-23,user419@healthtrackapp.com,At Risk,0.5522
420,4,at_risk,2023-11-21,user420@healthtrackapp.com,At Risk,0.4669
421,4,loyal,2023-12-10,user421@healthtrackapp.com,Active,0.1644
422,4,churner,2021-12-19,user422@healthtrackapp.com,Churned,0.7512
423,4,churner,2023-03-05,user423@healthtrackapp.com,Churned,0.8815
424,4,loyal,2023-07-20,user424@healthtrackapp.com,Active,0.1958
425,4,loyal,2022-12-22,user425@healthtrackapp.com,Active,0.0823
426,4,loyal,2021-11-29,user426@healthtrackapp.com,Active,0.0736
427,4,loyal,2021-10-26,user427@healthtrackapp.com,Active,0.1665
428,4,at_risk,2020-06-22,user428@healthtrackapp.com,At Risk,0.6208
429,4,loyal,2023-06-19,user429@healthtrackapp.com,Active,0.0575
430,4,loyal,2022-06-26,user430@healthtrackapp.com,Active,0.1493
431,4,loyal,2022-06-24,user431@healthtrackapp.com,Active,0.1121
432,4,loyal,2022-11-15,user432@healthtrackapp.com,Active,0.0671
433,4,loyal,2021-08-03,user433@healthtrackapp.com,Active,0.1517
434,4,at_risk,2022-12-15,user434@healthtrackapp.com,At Risk,0.5668
435,4,loyal,2022-03-20,user435@healthtrackapp.com,Active,0.1977
436,4,loyal,2021-02-22,user436@healthtrackapp.com,Active,0.0952
437,4,loyal,2020-10-08,user437@healthtrackapp.com,Active,0.1646
438,4,loyal,2020-09-02,user438@healthtrackapp.com,Active,0.0512
439,4,at_risk,2020-12-25,user439@healthtrackapp.com,At Risk,0.4323
440,4,at_risk,2021-04-16,user440@healthtrackapp.com,At Risk,0.5251
441,4,churner,2021-12-26,user441@healthtrackapp.com,Churned,0.7644
442,4,churner,2020-03-27,user442@healthtrackapp.com,Churned,0.8372
443,4,loyal,2020-06-08,user443@healthtrackapp.com,Active,0.1793
444,4,at_risk,2023-03-20,user444@healthtrackapp.com,At Risk,0.5011
445,4,at_risk,2021-08-15,user445@healthtrackapp.com,At Risk,0.4288
446,4,loyal,2021-10-27,user446@healthtrackapp.com,Active,0.0758
447,4,churner,2022-07-31,user447@healthtrackapp.com,Churned,0.9164
448,4,churner,2020-06-29,user448@healthtrackapp.com,Churned,0.8373
449,4,loyal,2022-06-11,user449@healthtrackapp.com,Active,0.1383
450,4,at_risk,2022-03-21,user450@healthtrackapp.com,At Risk,0.6176
451,4,at_risk,2021-03-29,user451@healthtrackapp.com,At Risk,0.4833
452,4,loyal,2022-11-11,user452@healthtrackapp.com,Active,0.145
453,4,at_risk,2021-02-01,user453@healthtrackapp.com,At Risk,0.6265
454,4,loyal,2023-08-14,user454@healthtrackapp.com,Active,0.1723
455,4,loyal,2020-10-26,user455@healthtrackapp.com,Active,0.0884
456,4,loyal,2020-11-09,user456@healthtrackapp.com,Active,0.164
457,4,at_risk,2020-12-28,user457@healthtrackapp.com,At Risk,0.6378
458,4,at_risk,2022-08-08,user458@healthtrackapp.com,At Risk,0.5886
459,4,at_risk,2022-07-08,user459@healthtrackapp.com,At Risk,0.5703
460,4,churner,2023-08-09,user460@healthtrackapp.com,Churned,0.8771
461,4,at_risk,2023-07-08,user461@healthtrackapp.com,At Risk,0.479
462,4,loyal,2022-08-18,user462@healthtrackapp.com,Active,0.1163
463,4,loyal,2021-07-16,user463@healthtrackapp.com,Active,0.1387
464,4,loyal,2020-05-31,user464@healthtrackapp.com,Active,0.0966
465,4,loyal,2020-04-26,user465@healthtrackapp.com,Active,0.1053
466,4,loyal,2023-08-13,user466@healthtrackapp.com,Active,0.1796
467,4,churner,2023-06-13,user467@healthtrackapp.com,Churned,0.8688
468,5,loyal,2023-02-09,user468@financeedge.com,Active,0.1931
469,5,at_risk,2020-03-25,user469@financeedge.com,At Risk,0.5124
470,5,churner,2023-08-27,user470@financeedge.com,Churned,0.7876
471,5,at_risk,2022-10-23,user471@financeedge.com,At Risk,0.4377
472,5,loyal,2020-07-30,user472@financeedge.com,Active,0.1716
473,5,churner,2020-06-21,user473@financeedge.com,Churned,0.8509
474,5,loyal,2021-05-22,user474@financeedge.com,Active,0.1561
475,5,churner,2022-12-09,user475@financeedge.com,Churned,0.8545
476,5,loyal,2022-02-02,user476@financeedge.com,Active,0.1877
477,5,loyal,2021-11-23,user477@financeedge.com,Active,0.1518
478,5,loyal,2023-07-16,user478@financeedge.com,Active,0.1471
479,5,loyal,2020-07-12,user479@financeedge.com,Active,0.1337
480,5,loyal,2021-05-31,user480@financeedge.com,Active,0.1586
481,5,at_risk,2023-05-19,user481@financeedge.com,At Risk,0.6183
482,5,loyal,2023-04-08,user482@financeedge.com,Active,0.1495
483,5,churner,2021-09-27,user483@financeedge.com,Churned,0.9435
484,5,at_risk,2022-03-13,user484@financeedge.com,At Risk,0.4322
485,5,at_risk,2020-06-22,user485@financeedge.com,At Risk,0.4774
486,5,loyal,2021-11-03,user486@financeedge.com,Active,0.172
487,5,at_risk,2023-11-04,user487@financeedge.com,At Risk,0.6281
488,5,loyal,2023-10-05,user488@financeedge.com,Active,0.1135
489,5,loyal,2022-01-12,user489@financeedge.com,Active,0.0963
490,5,churner,2021-11-30,user490@financeedge.com,Churned,0.9395
491,5,loyal,2021-04-08,user491@financeedge.com,Active,0.2
492,5,loyal,2021-08-28,user492@financeedge.com,Active,0.1767
493,5,loyal,2023-01-10,user493@financeedge.com,Active,0.1753
494,5,churner,2020-03-18,user494@financeedge.com,Churned,0.8824
495,5,churner,2023-06-19,user495@financeedge.com,Churned,0.7762
496,5,loyal,2020-11-28,user496@financeedge.com,Active,0.0771
497,5,at_risk,2023-07-03,user497@financeedge.com,At Risk,0.6023
498,5,loyal,2022-06-15,user498@financeedge.com,Active,0.0566
499,5,loyal,2021-05-01,user499@financeedge.com,Active,0.1954
500,5,at_risk,2022-07-08,user500@financeedge.com,At Risk,0.4585
501,5,loyal,2022-08-18,user501@financeedge.com,Active,0.1856
502,5,loyal,2023-10-21,user502@financeedge.com,Active,0.1921
503,5,churner,2022-08-03,user503@financeedge.com,Churned,0.9039
504,5,at_risk,2022-10-26,user504@financeedge.com,At Risk,0.5319
505,5,churner,2021-02-12,user505@financeedge.com,Churned,0.9103
506,5,loyal,2021-05-27,user506@financeedge.com,Active,0.0578
507,5,loyal,2022-01-30,user507@financeedge.com,Active,0.1332
508,5,loyal,2022-11-22,user508@financeedge.com,Active,0.1777
509,5,loyal,2020-11-24,user509@financeedge.com,Active,0.0909
510,5,churner,2020-10-28,user510@financeedge.com,Churned,0.9162
511,5,loyal,2021-03-30,user511@financeedge.com,Active,0.1725
512,5,churner,2020-02-24,user512@financeedge.com,Churned,0.833
513,5,loyal,2022-02-04,user513@financeedge.com,Active,0.0854
514,5,churner,2022-02-06,user514@financeedge.com,Churned,0.7949
515,5,loyal,2020-07-21,user515@financeedge.com,Active,0.1759
516,5,at_risk,2020-10-26,user516@financeedge.com,At Risk,0.4344
517,5,loyal,2022-08-25,user517@financeedge.com,Active,0.1544
518,5,loyal,2023-12-15,user518@financeedge.com,Active,0.1204
519,5,at_risk,2020-06-11,user519@financeedge.com,At Risk,0.4048
520,5,loyal,2020-11-02,user520@financeedge.com,Active,0.1323
521,5,at_risk,2022-12-16,user521@financeedge.com,At Risk,0.5058
522,5,at_risk,2021-05-01,user522@financeedge.com,At Risk,0.4753
523,5,loyal,2022-05-09,user523@financeedge.com,Active,0.1458
524,5,at_risk,2020-05-08,user524@financeedge.com,At Risk,0.4277
525,5,churner,2023-05-07,user525@financeedge.com,Churned,0.8572
526,5,at_risk,2023-03-23,user526@financeedge.com,At Risk,0.4605
527,5,loyal,2022-05-29,user527@financeedge.com,Active,0.0502
528,5,loyal,2023-03-14,user528@financeedge.com,Active,0.1125
529,5,at_risk,2020-06-24,user529@financeedge.com,At Risk,0.5309
530,5,loyal,2022-12-13,user530@financeedge.com,Active,0.1316
531,5,at_risk,2022-11-05,user531@financeedge.com,At Risk,0.5385
532,5,loyal,2022-08-20,user532@financeedge.com,Active,0.0565
533,5,loyal,2022-02-03,user533@financeedge.com,Active,0.088
534,5,loyal,2020-05-18,user534@financeedge.com,Active,0.1017
535,5,at_risk,2023-07-10,user535@financeedge.com,At Risk,0.4259
536,5,at_risk,2021-11-11,user536@financeedge.com,At Risk,0.4334
537,5,loyal,2021-11-24,user537@financeedge.com,Active,0.172
538,5,loyal,2023-11-03,user538@financeedge.com,Active,0.1197
539,5,at_risk,2023-07-17,user539@financeedge.com,At Risk,0.4456
540,5,loyal,2022-07-26,user540@financeedge.com,Active,0.0555
541,5,loyal,2021-02-12,user541@financeedge.com,Active,0.1829
542,5,loyal,2021-09-27,user542@financeedge.com,Active,0.1273
543,5,churner,2023-01-17,user543@financeedge.com,Churned,0.8447
544,5,loyal,2023-08-17,user544@financeedge.com,Active,0.0787
545,5,loyal,2020-04-07,user545@financeedge.com,Active,0.1799
546,5,loyal,2020-09-11,user546@financeedge.com,Active,0.1699
547,5,loyal,2022-03-30,user547@financeedge.com,Active,0.1615
548,5,churner,2022-03-02,user548@financeedge.com,Churned,0.8178
549,5,loyal,2023-11-18,user549@financeedge.com,Active,0.1246
550,5,churner,2022-11-29,user550@financeedge.com,Churned,0.8033
551,5,loyal,2022-05-19,user551@financeedge.com,Active,0.0618
552,5,at_risk,2021-01-04,user552@financeedge.com,At Risk,0.5364
553,5,loyal,2020-06-12,user553@financeedge.com,Active,0.0992
554,5,loyal,2022-07-02,user554@financeedge.com,Active,0.1404
555,5,loyal,2023-11-13,user555@financeedge.com,Active,0.1166
556,5,loyal,2021-12-23,user556@financeedge.com,Active,0.1422
557,5,loyal,2023-08-02,user557@financeedge.com,Active,0.197
558,5,churner,2020-06-02,user558@financeedge.com,Churned,0.8842
559,5,loyal,2022-11-16,user559@financeedge.com,Active,0.1702
560,5,at_risk,2020-03-04,user560@financeedge.com,At Risk,0.4357
561,5,at_risk,2022-06-16,user561@financeedge.com,At Risk,0.4087
562,5,loyal,2023-08-14,user562@financeedge.com,Active,0.1049
563,5,loyal,2023-03-07,user563@financeedge.com,Active,0.0549
564,5,loyal,2022-07-10,user564@financeedge.com,Active,0.1923
565,5,loyal,2020-06-06,user565@financeedge.com,Active,0.1361
566,5,at_risk,2022-03-26,user566@financeedge.com,At Risk,0.4786
567,5,loyal,2020-08-20,user567@financeedge.com,Active,0.0539
568,5,loyal,2022-11-26,user568@financeedge.com,Active,0.108
569,5,at_risk,2021-06-20,user569@financeedge.com,At Risk,0.5937
570,5,at_risk,2021-03-15,user570@financeedge.com,At Risk,0.6491
571,5,loyal,2022-10-02,user571@financeedge.com,Active,0.08
572,5,loyal,2020-05-31,user572@financeedge.com,Active,0.1178
573,5,churner,2022-06-30,user573@financeedge.com,Churned,0.9495
574,5,churner,2021-10-16,user574@financeedge.com,Churned,0.8836
575,5,at_risk,2023-01-31,user575@financeedge.com,At Risk,0.5355
576,5,churner,2020-11-18,user576@financeedge.com,Churned,0.8924
577,5,churner,2023-07-30,user577@financeedge.com,Churned,0.7848
578,5,loyal,2021-04-04,user578@financeedge.com,Active,0.0682
579,5,loyal,2020-10-11,user579@financeedge.com,Active,0.0855
580,5,loyal,2022-01-09,user580@financeedge.com,Active,0.1331
581,5,loyal,2023-02-03,user581@financeedge.com,Active,0.0695
582,5,churner,2020-05-14,user582@financeedge.com,Churned,0.8119
583,5,churner,2022-09-07,user583@financeedge.com,Churned,0.8551
584,5,at_risk,2023-03-23,user584@financeedge.com,At Risk,0.4184
585,5,churner,2023-08-08,user585@financeedge.com,Churned,0.7648
586,5,loyal,2022-11-25,user586@financeedge.com,Active,0.1017
587,5,churner,2023-02-03,user587@financeedge.com,Churned,0.878
588,5,loyal,2020-09-21,user588@financeedge.com,Active,0.1149
589,5,churner,2020-04-23,user589@financeedge.com,Churned,0.9163
590,5,at_risk,2021-09-14,user590@financeedge.com,At Risk,0.4412
591,5,loyal,2023-12-23,user591@financeedge.com,Active,0.0838
592,5,churner,2022-11-28,user592@financeedge.com,Churned,0.929
593,5,churner,2021-05-28,user593@financeedge.com,Churned,0.7893
594,5,churner,2021-07-16,user594@financeedge.com,Churned,0.775
595,5,loyal,2022-12-28,user595@financeedge.com,Active,0.064
596,5,at_risk,2023-04-27,user596@financeedge.com,At Risk,0.6354
